AirlineName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Airline Name_Air New Zealand,0.012978364,0.039226864,0.010697044,-0.04412831,0.033030603,-0.038192164,0.00876186,0.034115646,0.009176195,0.04516841,0.03950635,0.041967403,-0.00042245537,-0.03848684,-0.020173227,-0.0018016696,0.011489797,-0.0025172941,0.043071304,-0.00033224747,0.04489622,-0.027191354,-0.046679746,0.042821098,0.04576731,0.0014057532,0.02854589,0.017376807,0.02446239,0.011423934,-0.027353121,-0.003948439,-0.039823364,-0.004255306,0.036084402,0.013568748,-0.035184465,-0.046204496,-0.044469383,0.017856453,-0.01718986,-0.040273465,-0.008673739,0.042206023,-0.046004843,0.03984816,0.034937073,-0.0156852,-0.038381673,-0.0122610815
Airline Name_Air New Zealand  ,-0.029154409,-0.035105776,-0.021343065,-0.003525626,0.020002428,-0.007330835,0.035061944,-0.0075665005,0.04968245,0.03732014,-0.03526523,0.016048465,0.04079223,0.014422808,-0.014828932,-0.0019027591,-0.039176334,-0.02810806,-0.021503795,-0.001993943,0.026570369,-0.013157703,0.040543307,0.03292534,0.046654645,0.0004497543,0.047839332,0.02137902,0.0061117783,-0.011699356,-0.034185074,0.00554464,-0.029327428,0.0034633055,0.0057914034,-0.04479928,-0.010595251,-0.047654223,0.026655857,-0.035356056,0.0021334998,0.04610404,0.02486464,-0.03804294,0.03373673,0.045151915,-0.015354909,0.047271047,-0.046964776,-0.032913256
Airline Name_Air Tahiti Nui,0.022415843,0.042105805,0.030692864,-0.0038257726,0.008737136,-0.002403833,0.022296835,0.0009245984,-0.028959513,0.04455178,-0.04521513,0.049050156,-0.04918473,-0.021623326,0.02880961,-0.01009674,-0.03517586,-0.0027818568,0.04114039,0.0061346404,0.026123095,0.024708617,0.025167812,-0.0047154427,0.014733288,-0.018662024,0.0010710247,-0.0062274933,0.04182745,-0.012419961,-0.04033532,0.009510446,-0.025493635,0.043324184,-0.01284362,0.019239295,-0.024982143,-0.045628753,0.017424975,0.01964258,-0.021290028,-0.027680004,-0.007674359,-0.040831648,-0.021999096,0.04989669,0.012427568,0.01893859,-0.009519886,-0.038254857
Airline Name_Aires Airline,-0.015318178,-0.041401707,0.010238491,0.04508609,0.036014203,-0.026083125,-0.037768435,0.02516717,-0.026188135,-0.030078221,0.01881579,0.03618871,-0.04621897,0.04282007,-0.046114434,-0.0055035576,-0.025420738,0.030322697,-0.013385795,-0.022542262,-0.02569281,0.0036995895,-0.028168654,-0.032148648,-0.020464016,0.045306,0.02312896,0.04791956,-0.039675854,-0.034264315,-0.033789396,0.03249744,-0.042508494,0.033679973,-0.0014847144,-0.03795333,0.037918758,0.028707717,-0.016343415,0.049078558,0.0037224889,-0.034100343,-0.014358066,-0.043438256,0.03394917,0.0031336322,0.042424332,-0.028433908,0.03258476,-0.036832523
Airline Name_Alaska Airlines  ,-0.044002224,0.032289688,0.017073456,0.009393908,0.04038084,0.03602661,-0.025187088,0.021616448,-0.030754542,-0.0010765195,-0.038427044,0.04868039,-0.030303324,-0.0466416,0.025312964,0.029708575,-0.01476394,-0.025035549,-0.047629666,-0.013413597,0.032125022,0.049517166,0.04867531,0.042371098,-0.031187678,-0.03782134,0.03469136,-0.00880748,0.0057458766,0.005552102,0.03550725,-0.04826783,-0.00065679476,0.035944868,-0.025991023,0.007665433,-0.043273713,0.044031743,0.039047483,-0.030304277,-0.02254033,0.02676275,0.04021046,-0.04189477,-0.01616342,0.041844513,0.021879148,0.03419019,0.04495735,0.0459168
Airline Name_Alitalia  ,-0.047503043,0.016170826,-0.006423712,-0.0070070736,0.003239952,0.037135366,0.037580553,0.04676881,0.008219145,-0.0070584416,0.016288433,0.040498663,0.010872912,0.045793507,-0.022475684,0.02032243,-0.046048235,0.03394648,0.01764064,0.042999294,0.037357543,0.0076271184,0.017388318,-0.039424635,-0.005531419,0.035058152,0.045807574,-0.042280246,-0.0041505694,-0.023113681,0.043837693,-0.019603133,-0.028009964,-0.02430203,-0.019534146,0.04491533,-0.03716998,-0.025261296,-0.0014943853,0.018646885,-0.009447169,0.027631793,-0.028205205,0.011607457,0.0022471175,0.01977441,-0.029731466,-0.0008207783,-0.036967777,-0.013963509
Airline Name_All Nippon Airways  ,-0.020621812,-0.043571796,-0.019118322,0.038020577,-0.022868788,-0.03308183,0.012589667,0.02347679,0.04543641,-0.016243745,-0.046702888,0.045276295,0.0081930645,0.041054558,-0.03951657,0.032427225,0.00440377,0.046247352,-0.028911566,-0.01459695,0.044996414,0.0019391291,-0.028470576,0.049588908,-0.024303032,-0.04913056,-0.01925522,-0.004281353,-0.026573623,0.040056277,-0.008374203,0.035163734,-0.024891162,-0.034637522,0.0090252645,0.037373338,0.013443742,0.0070011616,-0.01552818,0.048979055,-0.033085763,0.010314297,-0.032854557,0.03134911,0.031310964,0.008951973,-0.019397104,-0.027227128,0.018772092,0.036844794
Airline Name_Allegheny Airlines Inc  ,0.022067513,0.037709836,-0.038652968,-0.004868306,0.016646314,-0.015812539,0.026747432,-0.0068317056,0.027634952,0.005392302,0.0050899275,-0.027401602,-0.0332636,0.048946727,-0.03501121,-0.025108004,0.00759257,-0.014846098,0.014063608,-0.014941014,0.004547976,-0.014370035,0.025391746,0.025316838,-0.043753434,0.003650356,-0.038992,0.020419244,-0.012446247,-0.014041044,0.048046563,-0.043419626,-0.017077647,-0.028020477,-0.045735743,-0.045403507,-0.019016003,-0.0006929636,0.04735892,-0.041039206,0.018483523,0.033807065,-0.0059258826,-0.03356959,-0.03126224,0.021265332,0.02227242,0.013364125,0.018934514,-0.008045159
Airline Name_Allegiant Air,-0.04216112,-0.0144343,0.030910086,0.015237484,0.018711355,0.021455113,-0.047112763,0.00288105,-0.02423562,0.011344064,0.047408428,0.022210982,-0.0029800162,-0.020584596,-0.018978596,-0.044006206,0.0027387142,0.028524164,-0.002729129,0.03604767,-0.019331707,0.026384044,-0.01895287,0.0027187355,0.021521438,0.042813133,-0.034863792,-0.026084686,-0.018006288,-0.010400165,0.008791994,0.0042372122,-0.026447047,-0.022484278,-0.023288144,-0.04715879,0.023922551,-0.00030894205,-0.041612674,0.027057063,0.042186644,0.029454064,-0.04981668,-0.007863559,0.015025806,-0.010332979,-0.035167027,-0.04452386,0.022769976,-0.0055405125
Airline Name_America Trans Air,0.022344623,0.049936045,-0.0453895,0.019614365,0.03275669,-0.048849236,0.028252255,0.021024857,0.042443562,0.04402319,-0.01224326,0.03816929,-0.019334698,-0.005089473,0.047390584,0.044543896,0.0070725456,-0.042767107,0.0014991276,0.009373654,-0.02430346,0.0140792765,0.04488958,0.047815744,0.0019336231,0.039174426,-0.042180132,-0.021597434,-0.010365643,-0.029649615,0.031240705,-0.021835579,-0.049577165,0.025258686,-0.04618764,0.021183375,0.017594885,-0.00786259,-0.04595703,-0.018705703,-0.0029720888,0.046750966,0.037957776,-0.04451969,-0.03142009,-0.043295335,0.039390747,0.005884804,-0.04559481,0.012095951
Airline Name_American Airlines  ,0.0013610609,-0.011296999,-0.030846393,0.011784315,-0.0276325,0.033207644,0.015997421,-0.036822677,0.005065419,-0.04687692,-0.034957804,0.04468062,-0.006433986,0.017191295,-0.044790734,0.03201044,-0.030435635,0.028239284,0.021817591,0.027263392,0.030841019,0.033785287,-0.017173897,0.017392848,-0.020500708,0.025741074,-0.027194118,-0.03569126,0.025642756,-0.0065865032,-0.03627362,0.0096050985,-0.016509749,0.023648176,-0.04226936,-0.03535817,-0.04682256,0.0075365305,0.016706076,-0.019751096,0.0340578,-0.040640436,0.023972522,-0.04740237,0.011324357,-0.029866254,0.048062336,-0.005097367,0.001904726,0.030256283
Airline Name_American Eagle  ,0.0033130422,0.035313,0.004454948,0.042305913,0.025817249,-0.009329032,0.010033548,0.042196,0.004200913,-0.03893584,0.03718828,0.046586182,0.025077853,0.022213425,0.011132397,-0.0072483793,-0.00858321,0.029319312,0.04915141,-0.006605398,0.024407815,-0.038118005,0.0005858317,-0.010746539,0.028003935,-0.0025886782,-0.043251276,-0.016956687,-0.0068195835,0.03272332,-0.0009277463,-0.034722198,-0.019687045,-0.020788753,-0.037780117,-0.032180645,-0.015596498,0.049091864,0.012690496,0.022058818,0.007466208,-0.002868712,0.042841543,-0.043022454,-0.042581346,0.0056380257,0.044441808,-0.00045173243,-0.046123065,-0.018495679
Airline Name_Arik Airlines,-0.049648594,0.01685505,-0.028403187,-0.021855747,-0.028989458,-0.0057856813,0.03282403,0.0018273592,0.041844275,0.027429733,-0.030963851,-0.0056835786,-0.036424138,0.028700378,-0.04161794,-0.039731454,0.048255894,0.024865951,-0.0375085,-0.02347442,0.0115752,0.011591744,-0.035233833,-0.021461213,-0.028343022,0.047967616,0.04276604,0.049303617,-0.0031771436,0.033979464,0.024889592,-0.027392793,-0.0143998265,-0.047068346,-0.040950704,-0.011065997,0.041161407,-0.021742463,0.017172862,-0.014438976,-0.0070883036,0.009577919,-0.034564137,0.022211943,0.043803383,-0.021651972,0.0155586265,-0.032160774,0.043307293,-0.006770253
Airline Name_Asiana Airlines,0.03763951,-0.0066840053,0.042087566,0.046777617,0.029142473,-0.015110444,-0.043477427,0.04424889,0.04662429,0.008140087,0.04149851,-0.047961798,0.018817011,0.02382021,-0.035918295,-0.011845432,0.04006842,0.016453993,-0.0147272125,-0.04552727,0.04143833,0.0063819066,0.01562712,-0.039402556,0.044843208,0.02065945,-0.037680008,-0.048692584,-0.02531041,0.044170704,0.02586234,0.047022585,0.036930684,0.02322245,0.032527614,0.033006374,0.0017994419,0.046898056,0.024231289,-0.04798421,0.042689826,-0.0409289,0.010012507,-0.03913332,-0.013438843,-0.030356193,0.034435023,0.00058530644,0.046052385,0.013265695
Airline Name_Austrian Airlines  ,0.031522397,0.012272678,-0.030956162,0.025612723,0.008059751,-0.025225258,0.04750867,0.014295232,-0.045595717,-0.04402981,0.038899507,0.0060706735,-0.025449932,-0.012576688,-0.04366523,0.0057308786,0.043501522,-0.046115067,0.048915062,-0.00013321638,-0.030229867,0.018559527,0.011040486,-0.039685357,-0.039367367,-0.022770142,-0.041252293,0.039202932,0.015178386,-0.023453832,-0.0067514293,-0.024623288,0.02612121,-0.02700423,0.007024087,0.045672487,-0.03572918,-0.022743797,-0.046906497,0.018013287,0.010255493,-0.031358615,0.008258544,0.021120276,0.024933342,-0.047930587,0.02040786,-0.0434021,-0.0015881881,-0.006892156
Airline Name_Avianca  ,-0.038585115,0.049234603,-0.040068947,0.033409704,0.0078698285,0.04188366,-0.014616527,-0.019548833,-0.041935623,-0.020092726,0.015651789,-0.027828528,-0.00064942986,-0.010624219,0.0043593645,-0.027526928,0.031582568,0.04944602,-0.049976636,-0.023216117,0.030607488,-0.024275756,0.037216607,0.0426786,-0.024012864,0.049412597,-0.024521781,-0.02453419,-0.032266714,-0.04565717,-0.042389404,0.023768831,-0.024740255,0.026122976,0.022021782,-0.011043549,0.032964315,0.044927273,0.036164526,-0.016244829,0.031626854,-0.022521306,0.0375523,0.031815875,-0.005762376,0.023265567,0.0071807615,-0.013171185,-0.039052,0.010497831
Airline Name_Bahama Airlines  ,-0.0025604367,0.0069636703,-0.0101620555,0.0013229363,-0.033119462,0.009727012,-0.0028144717,-0.047393072,0.02791426,0.024441663,0.016476024,-0.026550949,0.030925978,-0.03471626,0.01619735,0.03171101,-0.04945146,0.021861468,-0.00068537146,-0.014696382,0.0027340539,0.019080665,-0.010514092,0.037332658,-0.035760246,0.0051135905,-0.030525172,0.0021256432,0.032805096,-0.04118246,0.013589833,-0.01224643,0.039399434,-0.01608355,-0.007938288,-0.03856205,-0.03626548,0.04970875,0.003255356,-0.025281979,0.024711143,-0.032246757,0.03706051,-0.03134074,0.00045146793,-0.0178741,-0.011742391,-0.014502358,-0.020896196,-0.03700168
Airline Name_Brit Air  ,-0.0022994392,-0.011226606,0.015575383,-0.019319892,0.0013495088,-0.024186766,0.045180883,-0.0085343495,0.02497739,-0.022111166,0.03013039,-0.0046186224,-0.017012395,-0.03496716,0.022666994,0.028080355,0.029539097,-0.047126282,0.00046866015,-0.0095844865,-0.013304222,0.03780817,0.042789225,0.011007331,0.012270533,-0.03301861,-0.020585585,-0.045082558,0.016109917,0.013043832,-0.034727313,0.014108088,0.023037996,0.04475454,-0.047824323,0.010508023,-0.037971545,-0.0303146,-0.010198165,-0.045044627,0.0029386505,-0.03177353,-0.041709304,0.04299822,-0.013454996,0.017256025,-0.04978328,0.005325485,-0.03851087,-0.0049042217
Airline Name_British Airways  ,-0.024337305,-0.0073624477,-0.008670963,-0.029392838,-0.01950649,-0.015733361,-0.033428013,0.029930461,-0.049010444,-0.019274354,-0.011875927,-0.011223078,0.04311401,-0.005044829,-0.022918975,-0.0073051937,0.018902842,-0.022372281,0.033497427,0.025725808,-0.00019842386,0.044579867,0.038770746,0.017235193,0.019242834,0.038611595,0.009671807,0.032467928,-0.02290069,-0.040421356,0.041621234,-0.045768715,0.034358885,0.03227571,-0.0033107884,0.0043494925,0.022100318,-0.03096403,-0.038981188,0.019061495,0.0014315732,-0.026596963,-0.03788382,-0.04511304,0.032323245,-0.00922209,0.033567164,-0.01871394,0.033888306,0.046514038
Airline Name_CanJet,-0.047386706,-0.02404325,0.04581027,-0.029661274,0.048580613,-0.0036045313,0.019417081,-0.00015907362,-0.03684455,0.021070268,-0.049332764,0.040620398,-0.02028135,-0.044057976,-0.043982483,-0.024220169,0.013321925,-0.039268006,-0.011954226,-0.019214606,-0.041624952,-0.019531334,0.03441042,-0.043074895,-0.0035771132,-0.045785606,0.011617612,-0.04656911,-0.010700382,-0.029229606,-0.025341082,0.024074387,0.035244633,0.012986336,0.014945779,0.018030826,-0.041411497,-0.039048254,0.021250796,0.04889642,0.03362814,-0.020495666,0.008995008,-0.035485566,0.049218837,-0.02230208,-0.016098965,-0.020261109,-0.013106704,0.014403943
Airline Name_Canadian Airlines  ,-0.02156341,-0.040358998,-0.027031232,-0.02753582,-0.02929529,-0.024651611,0.002818741,-0.016865037,-0.0049088486,0.03707372,0.033723857,0.010132134,-0.003185235,-0.014337756,-0.044727206,0.009441841,-0.041003037,-0.0040584207,0.019951273,-0.04275043,0.014014129,0.024099324,0.04977766,-0.0025780573,-0.040812455,0.030466426,0.04398031,-0.014648594,-0.012982249,0.03712729,-0.032901622,-0.00969895,0.037809204,-0.042506136,0.0058764815,0.022000957,-0.015156247,0.02821162,0.012882922,-0.03303473,0.02623899,0.019646231,-0.026767302,0.03930987,-0.038763143,0.007384695,0.0004730597,0.024481025,0.042770755,0.010397196
Airline Name_Cape Air  ,0.0051922426,-0.0037255883,0.00026800483,-0.028853787,0.006107889,0.033725392,0.04013964,-0.00021853298,0.0012334213,0.043971155,0.028496627,0.030524876,0.042306606,0.03650565,-0.009371769,-0.03044039,-0.023943318,0.017352391,0.026045691,0.04484738,0.015814487,0.04523274,-0.0034079328,-0.027932001,-0.049162664,-0.0329633,0.028568242,-0.044940244,0.013457548,0.037945222,0.0361943,-0.006203018,-0.034645535,-0.013996027,-0.048681058,0.0027564168,-0.0038881414,-0.022320127,0.03850222,-0.0043071993,0.019663464,-0.014417458,-0.031227922,-0.01593424,-0.0149428025,-0.04865829,0.035106923,0.01205536,-0.037697494,-0.028606117
Airline Name_Carnival Airlines  ,0.012435865,-0.014141906,0.025284175,-0.033373106,-0.03947903,0.013786826,-0.036882352,0.013437677,0.035155665,0.04129987,-0.018647064,-0.03796929,0.045325253,0.035838354,-0.039132465,-0.0027733669,0.017017994,0.00035252422,0.024436537,0.029557098,0.03385869,-0.01930635,-0.032734297,-0.019078482,-0.03601042,0.020209383,0.047156956,0.0037085637,0.009592436,-0.014584161,0.012134921,-0.0043258555,0.021317113,0.015928004,0.038683068,0.006565191,0.008537076,0.033963207,0.045621727,-0.038452864,-0.0045198575,0.004023075,-0.0074956045,0.0011172779,0.009018697,-0.02992556,0.042770017,0.0026370063,0.017331723,0.02182747
Airline Name_Carribean Airlines,-0.03367193,0.035046045,0.03758878,-0.025741506,0.042353284,-0.048351288,0.040722433,0.007662166,-0.027132511,0.00038506836,-0.009653904,-0.013752829,-0.005561471,-0.037541308,0.035341214,0.033720706,0.033637676,-0.041299738,-0.017599024,-0.011348654,0.049111877,0.011755597,0.036371958,-0.023876226,-0.029268552,-0.03690306,-0.015575837,-0.022190465,0.024201836,-0.030384302,-0.031304255,-0.048770584,0.04753915,-0.008940648,0.03323516,-0.003848862,-0.017138671,0.03785521,-0.013616156,-0.029992307,0.030358125,-0.04002569,-0.04129113,0.036117066,0.014577415,0.021730576,0.04232869,-0.026106274,-0.016078629,0.037990216
Airline Name_Cathay Pacific - CX,0.040004883,0.01432747,-0.043273177,-0.008165706,0.04859524,-0.04394723,-0.021716941,0.02324922,-0.028329015,0.0032341108,0.039942946,0.017691318,0.02474406,-0.044133212,-0.04503404,0.033644233,0.04190972,0.0046061054,0.0036376491,-0.01027298,0.002290167,-0.008932091,-0.04644183,0.022718597,0.0212255,0.00982647,-0.008991383,-0.013834216,0.008499861,0.028728519,-0.032281436,0.046358142,-0.04916339,-0.023377312,-0.012379669,-0.036744345,-0.018235791,0.016980294,0.027065184,0.040694285,0.019479308,0.007367123,-0.0017382503,-0.014418423,-0.043133438,0.0107898,-0.0012459867,-0.017256737,-0.0071207657,-0.034367014
Airline Name_Cayman Airlines  ,-0.04284172,-0.0478776,-0.005731426,-0.027533984,-0.026143586,-0.037954617,0.033336174,-0.025752116,0.0020244122,0.03612678,-0.010174286,0.0002313368,-0.04302987,0.047534417,-0.021329273,-0.021072185,0.04733542,-0.030366397,-0.016969215,-0.0072860345,-0.009209789,-0.037727844,0.026196908,0.04998776,0.01902746,0.012668323,-0.03205832,-0.006476987,-0.040881455,-0.048117187,-0.019760882,0.0037510172,0.020075742,-0.04516187,-0.03286772,-0.024036456,0.020351056,-0.021447813,0.035954487,-0.012571406,0.027268652,0.0366675,0.020897578,0.019684482,-0.026896477,-0.015317153,0.0015295148,-0.040895462,-0.017306805,0.033762503
Airline Name_China Airlines  ,0.032637384,0.0040649176,0.022314403,0.039492775,-0.0028039925,-0.0467371,0.016298342,-0.022343969,-0.01774881,0.04670311,-0.020130182,-0.049174514,-0.030767823,-0.03691734,0.045499276,-0.023435378,-0.004318416,-0.0047051087,0.0317641,0.03420252,0.015305426,-0.028054094,0.040038694,0.0025716797,-0.04859041,-0.040399075,0.0092283,-0.040578507,-0.012433626,-0.0035753138,0.0038241372,-0.02185526,-0.025617493,-0.036616467,0.040721644,-0.018368505,-0.009044874,0.005813539,0.03483391,0.017563071,-0.028354002,-0.011852063,-0.046681702,-0.046409905,-0.0051011667,-0.024797976,0.048079673,0.028510716,-0.040267132,0.005433522
